label,text
ham,"The driver check-in is complete for SHP-41661, loading will begin in 10 minutes."
ham,"The driver check-in is complete for SHP-37394, loading will begin in 10 minutes."
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-63271 has been received at the dispatch office.
ham,Are you free this weekend Alex? Let me know.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 4:45 PM."
ham,"The driver check-in is complete for SHP-16733, loading will begin in 20 minutes."
ham,Are you free this weekend Karen? Let me know.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 10:30 PM."
ham,Please confirm if the shipment package SHP-36495 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 11:45 AM."
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 1500 customs fee immediately: http://held-package.net/pay-65748"
ham,"The driver check-in is complete for SHP-81187, loading will begin in 20 minutes."
ham,Please confirm if the shipment package SHP-66173 has been received at the dispatch office.
ham,"The driver check-in is complete for SHP-51846, loading will begin in 30 minutes."
ham,"Ok, sounds good. I will meet you at the terminal entrance at 6:30 AM."
ham,Please confirm if the shipment package SHP-81996 has been received at the dispatch office.
ham,Are you free this weekend John? Let me know.
ham,Are you free this weekend Alex? Let me know.
ham,Please confirm if the shipment package SHP-39533 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 10:15 PM."
ham,"Hey Emily, did you finish the spreadsheet for the inventory logs?"
ham,"Hey Alex, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Emily, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Jessica? Let me know.
ham,"Hey Emily, did you finish the spreadsheet for the inventory logs?"
ham,"Hey David, did you finish the spreadsheet for the inventory logs?"
ham,Please confirm if the shipment package SHP-78983 has been received at the dispatch office.
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/69339
ham,"Ok, sounds good. I will meet you at the terminal entrance at 10:30 PM."
ham,"The driver check-in is complete for SHP-46470, loading will begin in 45 minutes."
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"The driver check-in is complete for SHP-23723, loading will begin in 10 minutes."
ham,"The driver check-in is complete for SHP-30871, loading will begin in 15 minutes."
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Emily? Let me know.
ham,"The driver check-in is complete for SHP-48708, loading will begin in 10 minutes."
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,"The driver check-in is complete for SHP-69928, loading will begin in 20 minutes."
ham,"Hey Michael, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend Michael? Let me know.
ham,Please confirm if the shipment package SHP-25177 has been received at the dispatch office.
spam,"Hi, you have a package held due to unpaid courier charge. Pay Rs. 5000 customs fee immediately: http://held-package.net/pay-63580"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 10:45 AM."
ham,Are you free this weekend Emma? Let me know.
ham,"The driver check-in is complete for SHP-68633, loading will begin in 20 minutes."
spam,"URGENT: Change your bank details to complete payment transaction routing 875354, account 17489309. Confirm deposit."
spam,Claim your Rs. 1500 free gift voucher card today. Click link: http://promo-reward.net/claim-80487
ham,Please confirm if the shipment package SHP-81779 has been received at the dispatch office.
ham,"Hey Jessica, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend David? Let me know.
ham,Please confirm if the shipment package SHP-13361 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 5:15 PM."
spam,URGENT! You have won a 1-week free membership in our prize draw! Claim your reward now at http://win-now.com/draw/91482
ham,Please confirm if the shipment package SHP-89612 has been received at the dispatch office.
ham,"Hey John, did you finish the spreadsheet for the inventory logs?"
ham,"Hey Emily, did you finish the spreadsheet for the inventory logs?"
ham,Are you free this weekend Michael? Let me know.
ham,"Hi Alex, how are you? Are we still meeting for lunch today?"
ham,Please confirm if the shipment package SHP-68796 has been received at the dispatch office.
ham,Please confirm if the shipment package SHP-45505 has been received at the dispatch office.
ham,"Ok, sounds good. I will meet you at the terminal entrance at 2:30 AM."
ham,Please confirm if the shipment package SHP-36691 has been received at the dispatch office.
ham,"Hi Karen, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Karen? Let me know.
ham,Please confirm if the shipment package SHP-17537 has been received at the dispatch office.
ham,"Hey Alex, did you finish the spreadsheet for the inventory logs?"
spam,Congratulations selected winner! Your mobile number won Rs. 5000 cash sweepstakes. Claim ticket details here: http://sweepstakes-35467.net
ham,"Ok, sounds good. I will meet you at the terminal entrance at 12:00 PM."
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,"Hi Michael, how are you? Are we still meeting for lunch today?"
ham,Are you free this weekend Sarah? Let me know.
ham,"Hi Jessica, how are you? Are we still meeting for lunch today?"
ham,"Hey Karen, did you finish the spreadsheet for the inventory logs?"
ham,"Ok, sounds good. I will meet you at the terminal entrance at 8:00 AM."
